id,id_podtret,nik,hits,timestamp
8198,46,110400331,1,2022-10-23 20:42:11
7783,46,110400331,1,2022-10-20 6:8:40
7779,46,110400331,1,2022-10-20 5:1:35
7623,46,110400331,1,2022-10-19 15:38:25
8197,46,110400331,1,2022-10-23 20:41:48
5845,41,110400331,1,2022-09-09 22:53:10
7931,46,110400331,1,2022-10-20 20:5:49
7729,46,110400331,1,2022-10-19 20:31:52
7730,46,110400331,1,2022-10-19 20:31:53
7553,46,110400331,1,2022-10-18 20:33:11
7555,46,110400331,1,2022-10-18 20:33:26
7632,46,110400331,1,2022-10-19 17:52:15
7620,46,110400331,1,2022-10-19 15:4:42
7755,46,110400331,1,2022-10-19 21:25:59
8078,46,110400331,1,2022-10-22 10:37:50
6760,43,110400331,1,2022-09-24 13:52:12
8074,46,110400331,1,2022-10-22 10:26:40
7619,46,110400331,1,2022-10-19 14:43:12
7757,46,110400331,1,2022-10-19 21:26:44
7756,46,110400331,1,2022-10-19 21:26:35
6759,43,110400331,1,2022-09-24 13:52:9
6758,43,110400331,1,2022-09-24 13:50:50
6757,43,110400331,1,2022-09-24 13:46:6
7572,46,110400331,1,2022-10-19 4:16:3
5844,41,110400331,1,2022-09-09 22:53:1
7921,46,110400331,1,2022-10-20 18:14:29
8465,46,110400331,1,2022-10-25 18:14:56
13974,54,110400331,1,2023-01-06 18:21:29
13965,61,110400331,1,2023-01-06 18:14:14
10310,48,110400331,1,2022-11-18 17:59:18
13973,54,110400331,1,2023-01-06 18:21:20
13972,54,110400331,1,2023-01-06 18:21:18
13970,59,110400331,1,2023-01-06 18:20:25
13969,59,110400331,1,2023-01-06 18:20:25
13968,60,110400331,1,2023-01-06 18:19:48
13963,61,110400331,1,2023-01-06 18:13:28
13964,61,110400331,1,2023-01-06 18:13:35
13967,60,110400331,1,2023-01-06 18:19:39
13966,60,110400331,1,2023-01-06 18:19:39
10796,48,110400331,1,2022-11-25 17:15:23
10798,48,110400331,1,2022-11-25 23:13:4
10799,48,110400331,1,2022-11-25 23:13:13
13971,59,110400331,1,2023-01-06 18:20:30
10395,48,110400331,1,2022-11-20 9:24:18
10880,48,110400331,1,2022-11-27 1:41:11
10884,48,110400331,1,2022-11-27 16:37:0
10396,48,110400331,1,2022-11-20 9:25:35
10394,48,110400331,1,2022-11-20 9:23:30
6090,42,110400348,1,2022-09-15 10:45:50
6091,42,110400348,1,2022-09-15 10:51:18
15077,63,110400348,1,2023-01-20 15:20:15
15076,63,110400348,1,2023-01-20 15:20:9
15078,63,110400348,1,2023-01-20 15:21:9
15082,63,110400348,1,2023-01-20 15:31:45
13394,31,110500401,1,2022-12-29 14:27:53
13395,31,110500401,1,2022-12-29 14:27:53
13372,59,110500401,1,2022-12-29 13:27:44
13399,29,110500401,1,2022-12-29 14:41:57
13400,29,110500401,1,2022-12-29 14:41:57
10897,51,110500401,1,2022-11-28 10:36:44
13379,44,110500401,1,2022-12-29 13:57:48
11481,53,110500401,1,2022-12-05 13:18:7
11482,53,110500401,1,2022-12-05 13:18:8
13380,44,110500401,1,2022-12-29 13:57:48
5765,5,110500404,1,2022-09-08 14:18:58
5755,11,110500404,1,2022-09-08 14:12:46
5771,5,110500404,1,2022-09-08 14:34:29
13513,59,110500409,1,2022-12-30 14:18:20
13514,59,110500409,1,2022-12-30 14:19:18
7121,45,110500414,1,2022-10-07 18:31:55
7120,45,110500414,1,2022-10-07 18:30:11
6163,42,110500420,1,2022-09-15 17:17:34
6162,34,110500420,1,2022-09-15 17:12:41
6160,39,110500420,1,2022-09-15 16:49:48
1464,6,110500420,1,2022-06-27 9:15:6
2652,31,110500420,1,2022-07-18 16:13:36
1471,11,110500420,1,2022-06-27 9:35:9
1482,12,110500420,1,2022-06-27 9:49:28
2646,30,110500420,1,2022-07-18 15:10:39
2941,33,110500420,1,2022-07-25 14:47:1
1547,27,110500420,1,2022-06-27 15:37:1
1485,13,110500420,1,2022-06-27 10:3:48
1491,15,110500420,1,2022-06-27 10:22:30
1549,29,110500420,1,2022-06-27 15:38:33
1543,27,110500420,1,2022-06-27 15:1:41
1461,2,110500420,1,2022-06-27 8:53:13
1534,28,110500420,1,2022-06-27 14:19:33
13559,59,110500420,1,2022-12-30 16:25:54
13558,59,110500420,1,2022-12-30 16:25:54
13677,58,110500420,1,2023-01-02 11:57:49
13678,58,110500420,1,2023-01-02 11:57:49
13556,60,110500420,1,2022-12-30 15:48:51
11383,51,110700626,1,2022-12-03 13:36:35
11380,51,110700626,1,2022-12-03 13:36:8
11381,51,110700626,1,2022-12-03 13:36:9
11382,51,110700626,1,2022-12-03 13:36:14
11384,51,110700626,1,2022-12-03 13:36:36
7883,46,110700626,1,2022-10-20 10:23:50
7882,46,110700626,1,2022-10-20 10:23:32
7925,46,110700626,1,2022-10-20 19:15:24
7886,46,110700626,1,2022-10-20 10:27:31
8163,47,110700626,1,2022-10-22 17:18:39
8141,47,110700626,1,2022-10-22 13:27:35
8124,46,110700626,1,2022-10-22 12:29:58
7930,46,110700626,1,2022-10-20 19:45:15
7929,46,110700626,1,2022-10-20 19:43:42
5486,40,110700626,1,2022-09-03 12:17:17
7928,46,110700626,1,2022-10-20 19:40:0
7927,46,110700626,1,2022-10-20 19:35:55
7926,46,110700626,1,2022-10-20 19:34:24
8125,46,110700626,1,2022-10-22 12:29:58
11007,6,110700634,1,2022-11-30 14:55:9
11008,6,110700634,1,2022-11-30 14:55:10
11011,6,110700634,1,2022-11-30 14:55:18
11010,6,110700634,1,2022-11-30 14:55:18
11009,6,110700634,1,2022-11-30 14:55:11
5478,32,110700637,1,2022-09-03 10:9:9
4284,37,110700637,1,2022-08-20 8:57:2
4294,31,110700641,1,2022-08-20 9:17:9
4291,31,110700641,1,2022-08-20 9:15:15
4290,31,110700641,1,2022-08-20 9:15:11
4293,31,110700641,1,2022-08-20 9:16:52
4268,38,110700641,1,2022-08-20 8:19:50
15199,63,110700641,1,2023-01-21 11:4:6
15203,62,110700641,1,2023-01-21 11:15:45
15200,63,110700641,1,2023-01-21 11:4:14
15201,63,110700641,1,2023-01-21 11:4:47
15202,62,110700641,1,2023-01-21 11:14:54
7293,1,110700651,1,2022-10-13 12:35:0
7332,46,110700657,1,2022-10-13 18:31:16
7334,46,110700657,1,2022-10-13 18:35:55
7333,46,110700657,1,2022-10-13 18:35:39
7337,46,110700657,1,2022-10-13 18:36:32
7336,46,110700657,1,2022-10-13 18:36:29
7335,46,110700657,1,2022-10-13 18:36:27
11131,45,110700657,1,2022-12-02 9:1:55
11132,45,110700657,1,2022-12-02 9:6:49
6585,41,110800853,1,2022-09-23 15:8:51
6586,41,110800853,1,2022-09-23 15:13:22
7746,46,110800853,1,2022-10-19 20:59:37
7515,46,110800853,1,2022-10-18 14:8:36
7513,46,110800853,1,2022-10-18 14:5:21
7516,46,110800853,1,2022-10-18 14:8:40
6584,41,110800853,1,2022-09-23 15:8:44
7514,46,110800853,1,2022-10-18 14:8:30
4134,35,110800919,1,2022-08-16 15:18:10
11277,53,110800921,1,2022-12-03 7:52:6
10487,51,110800921,1,2022-11-21 17:29:27
11276,53,110800921,1,2022-12-03 7:52:6
10090,50,110800921,1,2022-11-15 16:26:10
13547,60,110800921,1,2022-12-30 15:24:50
10087,50,110800921,1,2022-11-15 15:57:17
10486,51,110800921,1,2022-11-21 17:6:38
9370,49,110800921,1,2022-11-05 13:1:45
6010,42,110800921,1,2022-09-14 16:36:15
6678,43,110800921,1,2022-09-24 8:23:20
9371,49,110800921,1,2022-11-05 13:4:40
6691,43,110800921,1,2022-09-24 8:31:38
4963,39,110901003,1,2022-08-27 7:57:7
4122,37,110901003,1,2022-08-16 9:21:36
4121,37,110901003,1,2022-08-16 9:19:50
5900,41,110901083,1,2022-09-10 12:36:32
3231,34,110901084,1,2022-08-02 8:58:29
3238,1,110901084,1,2022-08-02 9:4:21
3233,34,110901084,1,2022-08-02 9:2:31
3237,32,110901084,1,2022-08-02 9:3:59
3236,32,110901084,1,2022-08-02 9:3:42
3235,33,110901084,1,2022-08-02 9:3:13
3234,33,110901084,1,2022-08-02 9:2:52
17481,51,110901084,1,2023-02-16 9:32:42
15265,63,110901084,1,2023-01-22 19:35:3
15266,63,110901084,1,2023-01-22 19:35:6
17482,51,110901084,1,2023-02-16 9:32:42
11982,46,110901174,1,2022-12-12 16:40:50
11975,46,110901174,1,2022-12-12 16:10:46
11974,46,110901174,1,2022-12-12 16:10:45
11981,46,110901174,1,2022-12-12 16:40:49
11857,46,110901174,1,2022-12-12 7:56:34
11858,46,110901174,1,2022-12-12 7:56:35
7782,46,110901174,1,2022-10-20 6:5:50
8321,46,110901174,1,2022-10-24 14:52:34
8873,46,110901174,1,2022-10-30 19:33:29
8674,46,110901174,1,2022-10-27 15:24:18
8655,46,110901174,1,2022-10-27 14:0:53
9156,46,110901174,1,2022-11-03 12:7:5
9157,46,110901174,1,2022-11-03 12:28:59
8237,46,110901174,1,2022-10-24 6:10:10
8014,46,110901174,1,2022-10-21 14:12:47
7922,46,110901174,1,2022-10-20 18:23:57
8041,46,110901174,1,2022-10-21 20:22:17
404,26,110901182,1,2022-06-08 16:59:58
4210,35,110901191,1,2022-08-19 18:17:20
4209,35,110901191,1,2022-08-19 18:16:35
9381,49,110901191,1,2022-11-05 16:27:50
3309,33,110901199,1,2022-08-02 14:37:50
3310,34,110901199,1,2022-08-02 14:44:23
3311,33,110901199,1,2022-08-02 14:44:43
3308,33,110901199,1,2022-08-02 14:37:50
9614,48,110901233,1,2022-11-10 8:27:44
9615,48,110901233,1,2022-11-10 8:31:32
6792,43,110901233,1,2022-09-26 8:43:53
2489,32,111001320,1,2022-07-15 11:26:21
17682,67,111001324,1,2023-02-20 14:42:58
17683,67,111001324,1,2023-02-20 14:49:2
2677,1,111001325,1,2022-07-19 12:40:31
2675,1,111001325,1,2022-07-19 12:40:28
2676,1,111001325,1,2022-07-19 12:40:31
2532,32,111001329,1,2022-07-15 16:19:52
13987,61,111001369,1,2023-01-09 13:13:49
13988,61,111001369,1,2023-01-09 13:13:49
9162,48,111001369,1,2022-11-03 14:26:22
8029,47,111001369,1,2022-10-21 16:28:5
8027,47,111001369,1,2022-10-21 15:58:18
9159,48,111001369,1,2022-11-03 14:26:14
9160,48,111001369,1,2022-11-03 14:26:20
9161,48,111001369,1,2022-11-03 14:26:22
9163,48,111001369,1,2022-11-03 14:26:24
9164,48,111001369,1,2022-11-03 14:26:25
8055,41,111001370,1,2022-10-22 8:52:10
8063,45,111001370,1,2022-10-22 9:12:12
8062,47,111001370,1,2022-10-22 9:11:47
8060,6,111001370,1,2022-10-22 9:9:59
9671,44,111001370,1,2022-11-10 14:0:18
7087,44,111001370,1,2022-10-07 11:41:52
7091,44,111001370,1,2022-10-07 13:35:16
8056,6,111001370,1,2022-10-22 8:53:6
8050,44,111001370,1,2022-10-22 8:17:38
8051,41,111001370,1,2022-10-22 8:20:15
10376,51,111001370,1,2022-11-19 12:56:49
10375,51,111001370,1,2022-11-19 12:56:31
10380,51,111001370,1,2022-11-19 13:20:8
12490,54,111001374,1,2022-12-19 11:17:23
12492,58,111001374,1,2022-12-19 11:18:21
12491,58,111001374,1,2022-12-19 11:17:41
12486,54,111001374,1,2022-12-19 10:52:16
10002,48,111001374,1,2022-11-15 9:16:25
10942,51,111001374,1,2022-11-29 14:39:12
11710,53,111001374,1,2022-12-08 13:30:2
14544,60,111001374,1,2023-01-14 9:28:16
14545,60,111001374,1,2023-01-14 9:28:19
14546,60,111001374,1,2023-01-14 9:29:55
14551,61,111001374,1,2023-01-14 10:20:38
14552,61,111001374,1,2023-01-14 10:36:13
10005,50,111001374,1,2022-11-15 9:17:5
10004,50,111001374,1,2022-11-15 9:16:58
10941,51,111001374,1,2022-11-29 14:39:2
11709,53,111001374,1,2022-12-08 13:29:52
10948,52,111001374,1,2022-11-29 15:1:31
11694,53,111001374,1,2022-12-08 12:37:31
11695,53,111001374,1,2022-12-08 12:37:46
13240,59,111001374,1,2022-12-28 7:59:3
13237,59,111001374,1,2022-12-28 7:51:25
13236,59,111001374,1,2022-12-28 7:51:24
11693,53,111001374,1,2022-12-08 12:37:30
11708,53,111001374,1,2022-12-08 13:29:52
10940,51,111001374,1,2022-11-29 14:38:46
10943,51,111001374,1,2022-11-29 14:39:53
10947,52,111001374,1,2022-11-29 15:1:26
10003,48,111001374,1,2022-11-15 9:16:38
14550,61,111001374,1,2023-01-14 10:20:38
12485,54,111001374,1,2022-12-19 10:52:6
9990,47,111001374,1,2022-11-15 8:15:51
9993,48,111001374,1,2022-11-15 8:46:27
9989,47,111001374,1,2022-11-15 8:15:43
17672,64,111001374,1,2023-02-20 14:9:18
17680,65,111001374,1,2023-02-20 14:40:21
17705,67,111001374,1,2023-02-20 16:18:57
15908,63,111001374,1,2023-01-30 8:50:35
17673,64,111001374,1,2023-02-20 14:9:24
15900,62,111001374,1,2023-01-30 7:52:49
15914,63,111001374,1,2023-01-30 9:12:9
17704,67,111001374,1,2023-02-20 16:16:42
17681,65,111001374,1,2023-02-20 14:41:9
15902,62,111001374,1,2023-01-30 7:58:17
17695,66,111001374,1,2023-02-20 15:22:11
17694,66,111001374,1,2023-02-20 15:22:10
15909,63,111001374,1,2023-01-30 8:51:7
17671,64,111001374,1,2023-02-20 14:9:14
15901,62,111001374,1,2023-01-30 7:53:18
17701,66,111001374,1,2023-02-20 15:29:10
17679,65,111001374,1,2023-02-20 14:40:20
17703,67,111001374,1,2023-02-20 16:16:42
8424,46,111001374,1,2022-10-25 12:47:49
8426,46,111001374,1,2022-10-25 12:48:4
8427,46,111001374,1,2022-10-25 12:48:13
8434,46,111001374,1,2022-10-25 13:38:48
5802,40,111001374,1,2022-09-09 11:23:0
5798,40,111001374,1,2022-09-09 10:49:17
8425,46,111001374,1,2022-10-25 12:47:54
8411,45,111001374,1,2022-10-25 12:23:58
8380,43,111001374,1,2022-10-25 10:59:50
8410,45,111001374,1,2022-10-25 12:23:28
8381,43,111001374,1,2022-10-25 10:59:56
8382,43,111001374,1,2022-10-25 10:59:57
8403,44,111001374,1,2022-10-25 11:19:16
8402,44,111001374,1,2022-10-25 11:18:59
6890,40,111001424,1,2022-09-28 12:55:21
6893,41,111001424,1,2022-09-28 13:1:34
6892,41,111001424,1,2022-09-28 12:59:34
6891,40,111001424,1,2022-09-28 12:55:45
7725,46,111001424,1,2022-10-19 20:26:21
8037,46,111001424,1,2022-10-21 17:11:53
6889,42,111001424,1,2022-09-28 12:53:35
6887,42,111001424,1,2022-09-28 12:23:11
6882,43,111001424,1,2022-09-28 9:5:15
6883,43,111001424,1,2022-09-28 9:5:23
6886,42,111001424,1,2022-09-28 12:22:32
6881,43,111001424,1,2022-09-28 9:2:50
4713,4,111001424,1,2022-08-23 17:14:30
4712,38,111001424,1,2022-08-23 16:55:36
4711,38,111001424,1,2022-08-23 16:52:23
4714,4,111001424,1,2022-08-23 17:18:23
11126,52,111001431,1,2022-12-02 8:38:21
16234,42,111001431,1,2023-02-02 11:47:32
16233,42,111001431,1,2023-02-02 11:47:30
15284,42,111001431,1,2023-01-23 12:34:45
15285,42,111001431,1,2023-01-23 12:34:45
6825,43,111001434,1,2022-09-26 17:49:7
6824,43,111001434,1,2022-09-26 17:48:51
12544,58,111001434,1,2022-12-20 8:37:20
11724,51,111001435,1,2022-12-08 15:52:47
11725,51,111001435,1,2022-12-08 15:52:48
2995,31,111001435,1,2022-07-27 20:25:7
2996,31,111001435,1,2022-07-27 20:25:26
17142,67,111001435,1,2023-02-13 15:38:3
3983,37,111001457,1,2022-08-12 16:23:37
4447,38,111101518,1,2022-08-20 11:58:40
17045,66,111101518,1,2023-02-11 13:39:6
2370,28,111101519,1,2022-07-13 14:51:28
398,26,111101534,1,2022-06-08 14:17:57
2866,33,111101607,1,2022-07-23 10:25:1
2864,33,111101607,1,2022-07-23 10:23:24
1945,31,111101607,1,2022-07-07 21:21:34
1944,31,111101607,1,2022-07-07 21:18:22
2865,33,111101607,1,2022-07-23 10:25:1
2852,33,111101607,1,2022-07-23 9:6:36
2861,33,111101607,1,2022-07-23 9:35:30
2851,33,111101607,1,2022-07-23 9:5:36
2849,33,111101607,1,2022-07-23 9:4:53
2860,33,111101607,1,2022-07-23 9:34:31
2853,33,111101607,1,2022-07-23 9:6:37
1946,31,111101607,1,2022-07-07 21:23:51
6667,43,111101607,1,2022-09-24 8:8:42
6666,43,111101607,1,2022-09-24 8:8:1
5141,39,111101625,1,2022-08-29 17:49:1
5448,39,111101625,1,2022-09-02 7:30:48
5044,39,111101625,1,2022-08-28 22:5:51
5043,39,111101625,1,2022-08-28 22:5:18
2742,27,111101625,1,2022-07-21 15:16:28
2741,29,111101625,1,2022-07-21 15:14:12
5579,40,111201783,1,2022-09-05 23:2:5
9076,44,111201818,1,2022-11-02 8:39:7
9096,44,111201818,1,2022-11-02 11:28:22
9095,48,111201818,1,2022-11-02 11:28:11
9094,48,111201818,1,2022-11-02 10:58:30
6536,41,111201818,1,2022-09-22 14:24:1
9084,46,111201818,1,2022-11-02 9:35:26
9081,45,111201818,1,2022-11-02 9:9:38
9085,46,111201818,1,2022-11-02 9:35:36
9080,45,111201818,1,2022-11-02 9:8:57
6537,41,111201818,1,2022-09-22 14:24:5
9079,44,111201818,1,2022-11-02 9:8:41
9075,43,111201818,1,2022-11-02 8:7:41
9074,43,111201818,1,2022-11-02 8:7:17
9088,47,111201818,1,2022-11-02 10:19:10
9089,47,111201818,1,2022-11-02 10:19:22
7447,41,111201818,1,2022-10-17 10:34:34
9073,43,111201818,1,2022-11-02 8:6:56
12894,58,111201818,1,2022-12-23 14:23:23
14828,61,111201818,1,2023-01-18 10:7:2
10139,50,111201818,1,2022-11-16 10:28:9
12889,54,111201818,1,2022-12-23 13:58:35
13271,59,111201818,1,2022-12-28 11:31:57
10742,51,111201818,1,2022-11-25 13:41:59
13278,59,111201818,1,2022-12-28 12:30:28
10743,51,111201818,1,2022-11-25 13:42:36
12895,58,111201818,1,2022-12-23 14:24:1
12898,58,111201818,1,2022-12-23 15:50:59
12899,58,111201818,1,2022-12-23 15:51:0
14829,61,111201818,1,2023-01-18 10:7:4
14830,61,111201818,1,2023-01-18 10:10:20
13272,59,111201818,1,2022-12-28 11:31:58
14850,61,111201818,1,2023-01-18 13:31:32
12893,58,111201818,1,2022-12-23 14:23:22
14852,61,111201818,1,2023-01-18 13:31:38
14851,61,111201818,1,2023-01-18 13:31:34
12888,54,111201818,1,2022-12-23 13:58:34
12877,52,111201818,1,2022-12-23 13:6:37
10138,50,111201818,1,2022-11-16 10:27:58
14824,60,111201818,1,2023-01-18 9:31:28
10133,49,111201818,1,2022-11-16 10:0:34
12884,53,111201818,1,2022-12-23 13:29:57
12876,52,111201818,1,2022-12-23 13:6:37
14822,60,111201818,1,2023-01-18 9:31:16
12878,52,111201818,1,2022-12-23 13:8:54
12882,53,111201818,1,2022-12-23 13:29:52
12883,53,111201818,1,2022-12-23 13:29:52
14823,60,111201818,1,2023-01-18 9:31:19
10132,49,111201818,1,2022-11-16 10:0:30
12890,54,111201818,1,2022-12-23 13:58:51
10744,51,111201818,1,2022-11-25 14:5:0
1769,30,111201826,1,2022-07-04 11:19:11
1767,30,111201826,1,2022-07-04 11:16:40
1760,30,111201826,1,2022-07-04 10:58:50
1771,30,111201826,1,2022-07-04 11:19:59
8625,46,120100072,1,2022-10-27 10:58:56
8391,46,120100072,1,2022-10-25 11:4:17
8073,46,120100072,1,2022-10-22 10:24:12
8359,46,120100072,1,2022-10-25 10:47:30
7704,1,120100072,1,2022-10-19 20:8:32
8358,46,120100072,1,2022-10-25 10:46:53
8624,46,120100072,1,2022-10-27 10:57:8
8209,46,120100072,1,2022-10-23 21:25:26
8081,46,120100072,1,2022-10-22 10:39:6
8080,46,120100072,1,2022-10-22 10:38:31
9129,46,120100072,1,2022-11-02 19:37:8
8072,46,120100072,1,2022-10-22 10:21:54
8389,46,120100072,1,2022-10-25 11:3:31
12308,53,120100072,1,2022-12-16 13:20:32
12329,53,120100072,1,2022-12-16 14:16:30
12309,53,120100072,1,2022-12-16 13:20:33
12186,58,120100087,1,2022-12-14 16:5:24
15067,63,120100087,1,2023-01-20 15:15:41
7348,46,120100087,1,2022-10-14 9:0:28
5515,29,120100087,1,2022-09-05 13:5:36
3011,33,120100140,1,2022-07-29 7:53:59
3010,33,120100140,1,2022-07-29 7:52:26
10772,52,120100160,1,2022-11-25 15:38:23
10780,51,120100160,1,2022-11-25 16:1:4
10781,51,120100160,1,2022-11-25 16:2:7
6796,43,120100160,1,2022-09-26 10:23:4
5016,37,120200213,1,2022-08-27 14:36:43
8622,47,120200213,1,2022-10-27 10:56:53
8623,47,120200213,1,2022-10-27 10:57:1
5591,40,120200213,1,2022-09-06 12:2:10
5018,37,120200213,1,2022-08-27 14:37:8
5017,37,120200213,1,2022-08-27 14:37:3
6520,42,120200213,1,2022-09-22 13:43:51
7242,43,120200213,1,2022-10-12 14:29:1
7263,45,120200213,1,2022-10-12 15:46:42
7252,44,120200213,1,2022-10-12 15:5:18
7257,44,120200213,1,2022-10-12 15:22:12
6526,42,120200213,1,2022-09-22 14:11:32
6522,42,120200213,1,2022-09-22 13:45:45
7262,44,120200213,1,2022-10-12 15:46:34
6521,42,120200213,1,2022-09-22 13:45:8
6519,42,120200213,1,2022-09-22 13:41:52
6507,41,120200213,1,2022-09-22 13:11:13
6506,41,120200213,1,2022-09-22 12:56:41
7264,45,120200213,1,2022-10-12 15:46:54
6518,41,120200213,1,2022-09-22 13:39:40
5590,40,120200213,1,2022-09-06 12:2:3
9759,48,120200213,1,2022-11-12 9:15:19
9774,49,120200213,1,2022-11-12 10:23:2
9903,49,120200213,1,2022-11-14 12:51:57
7481,46,120200213,1,2022-10-18 11:3:7
7241,43,120200213,1,2022-10-12 14:27:26
7478,46,120200213,1,2022-10-18 10:40:40
9904,50,120200213,1,2022-11-14 12:52:3
7477,46,120200213,1,2022-10-18 10:40:13
5806,40,120200213,1,2022-09-09 12:30:57
7476,45,120200213,1,2022-10-18 10:38:46
9761,48,120200213,1,2022-11-12 9:15:58
9760,48,120200213,1,2022-11-12 9:15:51
9905,50,120200213,1,2022-11-14 12:52:11
5263,39,120200213,1,2022-08-31 9:26:42
9765,49,120200213,1,2022-11-12 9:53:38
9766,49,120200213,1,2022-11-12 9:53:47
5264,39,120200213,1,2022-08-31 9:26:55
2547,32,120200213,1,2022-07-15 16:51:39
2542,31,120200213,1,2022-07-15 16:47:3
3710,36,120200213,1,2022-08-08 13:28:40
2543,32,120200213,1,2022-07-15 16:47:21
2546,32,120200213,1,2022-07-15 16:50:52
2549,32,120200213,1,2022-07-15 16:52:1
3711,36,120200213,1,2022-08-08 13:59:48
2548,32,120200213,1,2022-07-15 16:51:56
3709,36,120200213,1,2022-08-08 13:28:22
2531,31,120200213,1,2022-07-15 16:10:55
2530,31,120200213,1,2022-07-15 16:10:54
4724,38,120200213,1,2022-08-24 9:8:27
2556,32,120200213,1,2022-07-15 17:13:40
11155,52,120200213,1,2022-12-02 13:13:45
12244,54,120200213,1,2022-12-15 10:24:51
12243,54,120200213,1,2022-12-15 10:24:41
12230,53,120200213,1,2022-12-15 9:46:33
12228,53,120200213,1,2022-12-15 9:45:6
12229,53,120200213,1,2022-12-15 9:45:7
11156,52,120200213,1,2022-12-02 13:13:52
12242,54,120200213,1,2022-12-15 10:24:41
12252,58,120200213,1,2022-12-15 10:51:6
12253,58,120200213,1,2022-12-15 10:51:7
13759,60,120200213,1,2023-01-03 10:32:15
13234,59,120200213,1,2022-12-27 15:45:35
13757,60,120200213,1,2023-01-03 10:32:3
10489,51,120200213,1,2022-11-22 8:40:26
13758,60,120200213,1,2023-01-03 10:32:4
12254,58,120200213,1,2022-12-15 10:51:16
10488,51,120200213,1,2022-11-22 8:38:45
13233,59,120200213,1,2022-12-27 15:45:35
13235,59,120200213,1,2022-12-27 15:45:40
16638,63,120200213,1,2023-02-08 8:46:2
16655,63,120200213,1,2023-02-08 11:25:19
16645,64,120200213,1,2023-02-08 10:21:57
16654,65,120200213,1,2023-02-08 11:24:31
16636,63,120200213,1,2023-02-08 8:45:32
16646,64,120200213,1,2023-02-08 10:22:39
16633,62,120200213,1,2023-02-08 8:12:1
16651,65,120200213,1,2023-02-08 10:56:52
16652,65,120200213,1,2023-02-08 10:56:53
16656,63,120200213,1,2023-02-08 11:25:20
16647,64,120200213,1,2023-02-08 10:38:19
16631,62,120200213,1,2023-02-08 8:10:12
15194,61,120200213,1,2023-01-21 10:58:32
16637,63,120200213,1,2023-02-08 8:45:38
15195,61,120200213,1,2023-01-21 10:58:52
16632,62,120200213,1,2023-02-08 8:10:13
15196,61,120200213,1,2023-01-21 10:59:21
5019,29,120200218,1,2022-08-27 14:57:46
9087,44,120200224,1,2022-11-02 10:3:36
9091,45,120200224,1,2022-11-02 10:34:26
9092,47,120200224,1,2022-11-02 10:58:2
5808,40,120200224,1,2022-09-09 12:39:44
9090,45,120200224,1,2022-11-02 10:34:18
9093,47,120200224,1,2022-11-02 10:58:9
9086,44,120200224,1,2022-11-02 10:3:28
7946,41,120200224,1,2022-10-21 9:51:30
9878,49,120200224,1,2022-11-14 10:37:34
9879,49,120200224,1,2022-11-14 10:37:49
5807,40,120200224,1,2022-09-09 12:39:38
9083,43,120200224,1,2022-11-02 9:35:22
9082,43,120200224,1,2022-11-02 9:35:16
9097,48,120200224,1,2022-11-02 11:29:27
9098,48,120200224,1,2022-11-02 11:29:34
7945,41,120200224,1,2022-10-21 9:39:19
16148,62,120200224,1,2023-02-01 10:27:57
16153,63,120200224,1,2023-02-01 11:4:0
16147,62,120200224,1,2023-02-01 10:27:54
17722,67,120200224,1,2023-02-21 8:57:32
17720,66,120200224,1,2023-02-21 8:28:28
17721,66,120200224,1,2023-02-21 8:28:51
16149,62,120200224,1,2023-02-01 10:28:12
17723,67,120200224,1,2023-02-21 8:57:33
17724,67,120200224,1,2023-02-21 9:1:38
17716,65,120200224,1,2023-02-21 8:3:39
17719,66,120200224,1,2023-02-21 8:28:27
16163,64,120200224,1,2023-02-01 11:38:23
15188,61,120200224,1,2023-01-21 10:26:5
15179,61,120200224,1,2023-01-21 9:54:54
16162,64,120200224,1,2023-02-01 11:38:14
16161,64,120200224,1,2023-02-01 11:38:12
15180,61,120200224,1,2023-01-21 9:54:58
16155,63,120200224,1,2023-02-01 11:4:41
16154,63,120200224,1,2023-02-01 11:4:2
17717,65,120200224,1,2023-02-21 8:3:41
17718,65,120200224,1,2023-02-21 8:8:42
10142,50,120200224,1,2022-11-16 11:4:13
12697,53,120200224,1,2022-12-21 13:2:40
12708,58,120200224,1,2022-12-21 13:56:29
13798,60,120200224,1,2023-01-03 13:25:39
13797,60,120200224,1,2023-01-03 13:25:38
12710,58,120200224,1,2022-12-21 13:56:39
12718,52,120200224,1,2022-12-21 14:32:52
12716,52,120200224,1,2022-12-21 14:32:43
12717,52,120200224,1,2022-12-21 14:32:45
12709,58,120200224,1,2022-12-21 13:56:30
12707,54,120200224,1,2022-12-21 13:31:33
13270,59,120200224,1,2022-12-28 11:30:42
13269,59,120200224,1,2022-12-28 10:55:43
13268,59,120200224,1,2022-12-28 10:55:42
11138,41,120200224,1,2022-12-02 9:25:4
12696,53,120200224,1,2022-12-21 13:2:33
10141,50,120200224,1,2022-11-16 11:4:8
12705,54,120200224,1,2022-12-21 13:31:22
12695,53,120200224,1,2022-12-21 13:2:33
12706,54,120200224,1,2022-12-21 13:31:24
13799,60,120200224,1,2023-01-03 13:25:48
10745,51,120200224,1,2022-11-25 14:7:31
10746,51,120200224,1,2022-11-25 14:7:53
4116,1,120200245,1,2022-08-15 17:48:8
14556,60,120200268,1,2023-01-14 10:57:55
14555,60,120200268,1,2023-01-14 10:57:50
